rainfall,soil_moisture,slope,elevation,temperature,risk
98.95,42.37,11.61,792.27,21.91,LOW
107.07,8.53,25.19,1025.75,30.16,MEDIUM
247.88,71.7,29.32,994.82,20.24,HIGH
13.51,36.32,30.98,1094.59,22.97,LOW
64.8,28.7,34.1,1085.74,21.07,MEDIUM
234.93,61.74,39.98,437.57,34.03,CRITICAL
115.7,42.66,19.0,1265.91,21.69,MEDIUM
30.68,15.84,19.12,1340.05,21.37,LOW
80.3,36.87,46.86,928.15,23.64,MEDIUM
61.98,19.02,38.02,222.45,28.3,LOW
60.34,20.96,22.92,801.81,24.34,LOW
46.45,37.83,26.61,931.65,24.38,MEDIUM
75.75,40.84,26.66,369.27,16.04,MEDIUM
143.15,33.13,28.41,698.74,26.04,HIGH
49.79,17.9,34.14,258.06,27.9,LOW
107.61,28.12,60.95,1105.06,27.35,MEDIUM
120.39,45.32,30.47,919.7,29.05,MEDIUM
161.35,32.82,36.61,158.77,27.68,MEDIUM
34.79,27.49,6.08,997.62,27.12,LOW
71.52,37.66,21.7,826.27,21.76,LOW
42.28,23.79,43.97,1066.89,26.65,LOW
75.85,41.25,33.23,685.56,24.08,MEDIUM
75.49,26.73,2.0,513.38,22.9,LOW
27.79,20.09,36.76,526.25,26.04,MEDIUM
79.06,19.9,52.94,623.97,30.67,MEDIUM
255.7,70.1,2.05,857.91,25.72,HIGH
99.22,25.44,47.75,912.14,29.68,MEDIUM
22.9,25.51,2.0,769.9,23.14,LOW
32.98,22.49,40.19,672.21,29.33,LOW
68.92,17.45,27.89,702.41,23.75,LOW
33.64,16.68,2.0,1903.24,21.16,LOW
155.82,58.14,33.8,526.3,27.33,MEDIUM
20.39,23.48,42.96,615.65,28.35,LOW
99.69,22.85,32.73,2200.0,19.9,MEDIUM
16.42,23.99,35.6,1026.83,22.01,LOW
68.13,27.29,22.65,270.41,30.6,MEDIUM
29.58,60.73,3.8,1203.93,29.12,MEDIUM
112.08,39.07,36.99,467.78,25.03,MEDIUM
139.28,36.1,50.75,1231.81,17.58,MEDIUM
89.6,47.96,42.68,761.4,27.17,MEDIUM
143.46,20.7,2.16,665.29,24.95,LOW
5.26,19.88,8.31,1525.85,21.71,LOW
78.35,52.48,17.0,1087.89,25.88,HIGH
98.73,32.52,7.29,1258.66,21.88,MEDIUM
107.44,16.12,28.57,1032.67,23.49,MEDIUM
94.82,28.82,33.11,663.33,25.69,MEDIUM
109.01,51.44,9.41,1106.77,28.72,MEDIUM
77.73,34.57,38.1,1357.87,22.99,MEDIUM
23.12,12.47,35.81,906.59,20.97,LOW
46.17,17.85,20.87,1606.69,17.94,LOW
156.33,36.86,25.76,1207.2,24.01,HIGH
145.15,45.2,2.65,939.03,21.16,MEDIUM
97.5,48.32,23.68,955.62,19.7,MEDIUM
113.66,47.76,28.1,907.64,26.95,MEDIUM
134.23,44.49,30.19,324.48,29.73,MEDIUM
96.74,18.83,32.93,812.17,24.17,LOW
153.49,27.95,31.18,942.9,25.7,MEDIUM
150.23,47.9,24.56,675.24,26.56,MEDIUM
305.86,52.14,31.72,991.82,26.46,HIGH
47.72,23.15,41.03,858.95,27.07,MEDIUM
48.4,29.09,26.76,1174.95,15.37,LOW
91.89,20.19,32.13,1128.51,23.15,MEDIUM
226.33,42.95,25.58,920.2,26.52,HIGH
161.29,42.77,19.59,275.77,26.45,MEDIUM
123.07,43.23,34.8,1602.1,21.91,MEDIUM
168.37,56.62,20.78,790.41,27.85,MEDIUM
99.93,40.67,33.02,816.03,25.59,MEDIUM
56.99,27.93,28.37,706.14,30.65,LOW
261.67,51.66,24.05,644.87,29.7,HIGH
95.02,21.42,23.73,1498.5,21.88,MEDIUM
148.13,36.08,21.39,1432.14,21.92,LOW
5.2,23.34,6.6,1036.65,15.21,LOW
6.84,22.8,32.98,804.85,24.33,LOW
80.1,7.72,31.01,1110.03,19.67,MEDIUM
33.65,14.74,39.05,880.99,25.74,LOW
85.35,44.91,21.09,770.11,26.02,MEDIUM
48.35,26.61,52.64,992.0,26.76,MEDIUM
320.0,53.61,23.06,664.71,30.48,CRITICAL
140.56,66.4,16.62,955.95,24.61,MEDIUM
178.8,46.29,15.08,935.77,32.09,MEDIUM
8.8,23.64,5.46,1103.23,24.78,LOW
121.97,41.91,47.92,589.96,22.15,HIGH
62.17,23.9,45.82,1148.26,22.03,LOW
180.98,38.95,35.81,469.35,25.7,MEDIUM
110.42,59.01,16.35,609.52,28.15,MEDIUM
69.02,40.08,51.55,627.85,23.14,MEDIUM
25.48,31.12,23.43,399.74,26.25,MEDIUM
79.01,36.98,24.5,1276.58,22.74,MEDIUM
154.06,31.61,46.68,443.0,25.57,HIGH
187.65,62.08,36.57,556.46,29.09,HIGH
54.17,17.39,56.61,1377.27,24.85,MEDIUM
300.3,69.16,31.23,610.36,29.99,CRITICAL
146.37,23.39,22.84,770.98,24.47,MEDIUM
34.25,5.0,20.05,424.95,30.94,LOW
27.76,25.94,3.99,1199.84,19.24,LOW
65.14,19.52,24.38,1205.63,19.13,LOW
54.07,5.0,42.88,1160.36,19.89,MEDIUM
100.48,40.02,35.78,1075.76,24.19,MEDIUM
73.17,53.03,28.26,880.91,28.88,LOW
57.65,42.51,15.07,629.76,24.24,MEDIUM
17.4,17.95,30.95,507.71,25.19,LOW
112.7,36.13,41.17,1391.76,22.05,MEDIUM
15.9,30.31,33.6,1171.22,25.56,MEDIUM
146.68,53.81,30.17,558.81,24.96,MEDIUM
10.07,15.83,17.64,866.73,23.39,LOW
14.94,20.77,39.27,723.95,21.44,LOW
34.11,26.77,2.0,376.15,25.48,LOW
50.38,32.15,32.98,924.61,28.61,LOW
42.47,23.33,61.41,675.49,26.25,MEDIUM
50.2,24.71,8.39,449.93,24.61,LOW
86.56,47.03,24.86,228.76,31.93,MEDIUM
34.8,36.87,27.9,193.2,26.26,LOW
87.12,37.19,21.99,694.0,30.42,LOW
5.3,37.76,41.47,814.26,29.83,MEDIUM
33.68,19.14,34.14,482.37,27.01,LOW
14.17,38.12,29.98,1123.31,19.15,MEDIUM
145.58,47.26,38.36,822.47,32.63,MEDIUM
38.86,60.2,28.22,1092.29,25.32,LOW
107.98,22.16,65.0,773.18,24.48,MEDIUM
11.54,12.26,29.97,519.41,29.72,LOW
185.66,52.31,30.54,897.93,27.21,HIGH
76.3,34.58,5.76,319.68,31.76,LOW
70.06,50.66,20.94,1076.56,22.04,LOW
17.62,13.47,42.92,456.4,27.97,LOW
30.11,32.77,10.64,1235.66,19.64,LOW
59.07,40.24,2.0,707.85,27.95,MEDIUM
31.16,30.74,28.42,1296.26,23.09,LOW
136.19,29.22,45.82,378.5,28.2,HIGH
74.64,45.43,28.55,565.34,25.99,MEDIUM
31.5,36.56,23.63,1009.99,23.65,LOW
122.54,44.2,3.84,1341.61,20.18,MEDIUM
53.14,28.75,33.88,1549.98,24.55,MEDIUM
118.81,39.5,36.6,867.37,29.86,HIGH
46.62,24.59,4.84,1621.85,19.92,LOW
102.9,41.51,42.75,728.34,27.49,MEDIUM
51.68,26.61,37.95,1311.48,24.48,MEDIUM
136.22,30.46,42.72,454.28,26.98,MEDIUM
11.83,8.36,35.59,1026.48,19.5,LOW
23.58,13.5,36.5,50.0,24.61,LOW
63.21,30.56,34.77,378.93,24.8,MEDIUM
40.35,24.16,39.29,1046.0,17.45,LOW
50.43,28.44,4.36,298.78,32.16,LOW
111.15,41.29,8.49,1029.32,25.54,MEDIUM
49.59,19.03,18.43,1230.71,23.37,LOW
89.35,48.42,26.31,639.45,19.11,MEDIUM
33.48,20.41,33.05,443.04,21.17,LOW
9.1,14.69,32.22,650.84,26.06,LOW
118.32,42.24,42.52,444.36,33.31,HIGH
213.22,31.91,42.93,807.49,23.13,HIGH
82.83,22.56,16.66,892.88,27.75,MEDIUM
65.85,39.33,31.1,721.48,24.22,MEDIUM
76.64,11.15,16.98,1553.23,22.19,LOW
169.2,57.37,25.55,547.85,30.42,HIGH
83.55,47.99,32.18,1434.4,21.44,MEDIUM
122.24,33.49,2.0,412.68,24.93,LOW
118.59,40.19,59.35,880.57,29.58,MEDIUM
143.96,53.34,35.36,1346.9,23.08,HIGH
64.78,23.23,20.26,1325.17,26.53,LOW
46.11,34.92,53.06,673.49,23.78,LOW
103.7,27.21,23.48,1083.13,28.63,MEDIUM
137.25,34.71,29.72,1026.9,25.25,MEDIUM
154.8,33.97,21.67,623.23,27.59,MEDIUM
182.9,51.03,49.48,1108.7,24.43,HIGH
129.08,51.39,26.64,1632.25,20.04,MEDIUM
44.06,23.03,29.94,1048.11,24.28,MEDIUM
82.76,17.26,43.65,1087.87,22.69,MEDIUM
77.55,18.5,35.61,1132.31,26.98,LOW
71.51,33.78,27.29,236.39,27.29,LOW
103.84,54.9,42.44,1043.29,19.52,HIGH
60.33,31.98,61.0,422.96,21.72,MEDIUM
60.4,23.41,32.13,602.25,20.76,MEDIUM
221.6,61.88,29.52,1758.02,23.07,CRITICAL
67.36,26.14,30.22,743.63,21.97,LOW
143.27,36.76,45.04,539.13,27.53,LOW
148.81,31.27,20.21,1334.08,23.43,MEDIUM
84.41,47.0,24.38,451.98,26.76,MEDIUM
62.23,5.0,8.01,662.08,27.42,LOW
34.68,32.32,12.61,1374.6,23.32,LOW
15.65,15.4,21.27,867.96,16.42,LOW
109.01,30.93,27.27,194.13,27.09,MEDIUM
94.28,51.7,51.0,1078.48,25.51,HIGH
120.18,29.37,34.97,683.48,31.17,MEDIUM
48.53,18.28,16.14,1496.74,27.66,LOW
236.06,54.33,18.54,595.4,21.96,HIGH
100.17,38.58,45.87,1291.51,22.07,MEDIUM
65.46,23.61,42.65,1595.79,16.81,MEDIUM
8.41,5.0,28.37,492.6,31.65,LOW
52.98,16.95,22.25,768.85,28.78,MEDIUM
124.06,51.94,42.62,1013.22,25.56,MEDIUM
179.83,47.6,15.09,489.91,27.33,MEDIUM
73.35,34.7,33.1,963.52,29.08,MEDIUM
199.04,46.97,57.54,755.53,29.48,HIGH
32.42,15.93,30.67,747.07,29.34,LOW
96.29,51.86,17.92,870.55,26.54,MEDIUM
98.2,31.64,33.33,879.93,23.92,MEDIUM
109.61,30.66,21.89,918.83,27.32,MEDIUM
80.86,43.0,9.88,598.49,28.92,MEDIUM
92.63,24.87,37.11,616.83,25.61,LOW
31.74,16.54,42.53,800.19,24.28,LOW
168.7,45.1,23.96,831.2,28.89,MEDIUM
133.99,39.44,23.1,665.68,31.33,MEDIUM
90.08,35.27,15.5,986.05,22.16,LOW
136.09,62.78,26.05,87.8,27.76,MEDIUM
172.22,49.25,20.69,543.2,27.68,MEDIUM
108.53,9.21,14.86,732.43,27.26,LOW
252.39,61.97,52.6,490.43,25.12,HIGH
114.76,36.78,34.06,1534.26,28.12,MEDIUM
36.22,24.27,35.44,857.92,26.49,LOW
86.89,34.61,39.48,924.24,26.54,MEDIUM
139.65,40.03,38.02,647.04,31.72,MEDIUM
172.33,44.99,22.63,843.37,23.77,MEDIUM
82.1,37.88,31.54,339.59,27.19,MEDIUM
33.8,17.44,24.5,778.68,21.49,LOW
61.21,17.37,33.7,456.46,26.39,MEDIUM
21.84,54.76,32.44,733.49,20.93,MEDIUM
122.87,29.78,23.03,50.0,31.17,MEDIUM
52.46,27.49,10.72,376.24,28.65,LOW
41.2,8.14,29.9,1464.85,21.52,MEDIUM
131.03,40.25,25.34,1198.77,23.28,HIGH
196.46,39.17,3.43,1404.0,25.12,HIGH
41.05,19.7,34.6,1432.84,18.92,LOW
82.49,42.69,40.55,1132.65,24.56,HIGH
63.18,33.3,60.87,659.8,28.27,MEDIUM
177.53,52.66,22.91,414.35,21.43,MEDIUM
68.75,9.52,21.0,1331.63,25.2,LOW
31.06,43.18,13.58,877.12,19.7,MEDIUM
71.21,16.28,30.71,1897.49,20.08,MEDIUM
153.9,59.44,30.63,696.66,22.14,MEDIUM
60.4,38.9,17.45,1678.62,26.03,MEDIUM
44.68,31.5,25.73,784.15,21.77,LOW
66.47,19.23,2.28,1411.14,17.37,LOW
31.95,24.78,40.04,1562.61,22.39,LOW
63.12,22.92,17.98,420.36,25.78,LOW
47.47,25.91,27.55,646.3,21.28,LOW
281.78,60.34,9.45,416.15,28.81,MEDIUM
10.98,5.0,20.43,333.42,21.13,LOW
36.08,36.11,24.37,1130.17,20.6,LOW
44.65,24.25,27.85,767.42,23.71,MEDIUM
32.14,17.81,34.24,871.99,27.64,LOW
96.94,27.35,46.71,1083.62,28.27,MEDIUM
40.44,28.41,37.53,69.9,32.21,LOW
19.61,11.31,40.51,1390.44,22.25,LOW
77.28,5.56,46.8,703.38,18.07,MEDIUM
57.76,31.72,35.41,1073.61,25.42,MEDIUM
42.04,30.44,27.52,1110.7,28.71,LOW
174.66,43.75,41.12,1425.73,26.53,MEDIUM
99.22,21.25,41.95,805.96,26.85,LOW
91.65,33.64,36.43,50.0,24.97,LOW
100.75,18.01,9.09,873.99,23.39,LOW
97.21,22.25,17.06,934.3,30.98,LOW
60.04,19.35,24.43,415.61,22.6,LOW
40.8,33.81,38.14,911.95,21.22,LOW
78.52,26.57,27.72,698.37,28.87,MEDIUM
59.2,22.55,42.78,286.04,26.33,MEDIUM
10.81,41.23,45.1,1132.02,20.12,MEDIUM
29.71,26.63,43.59,613.24,31.13,LOW
53.59,30.3,43.67,679.32,27.42,LOW
132.91,35.2,14.52,655.72,24.83,LOW
78.77,24.04,34.27,1368.9,19.17,MEDIUM
34.93,5.0,20.1,832.82,31.8,LOW
27.45,33.05,6.56,883.22,24.95,MEDIUM
152.06,47.26,24.26,664.93,30.48,MEDIUM
62.17,25.98,45.22,1044.4,27.16,MEDIUM
1.95,16.8,33.99,1416.71,20.96,MEDIUM
65.21,36.53,54.23,1122.1,22.31,MEDIUM
114.3,19.19,30.3,1138.48,28.51,MEDIUM
26.68,15.78,59.82,1104.62,28.71,LOW
74.5,17.42,30.31,270.3,21.78,LOW
79.68,50.23,28.29,482.03,28.59,MEDIUM
28.17,32.14,11.37,763.91,25.17,MEDIUM
161.19,19.56,42.44,545.14,23.24,MEDIUM
80.67,14.26,21.47,402.89,28.02,LOW
53.38,25.08,19.59,63.69,24.39,LOW
62.49,22.8,44.66,284.46,26.23,MEDIUM
23.46,7.18,43.06,742.26,23.1,LOW
22.54,43.0,42.72,820.84,23.71,LOW
49.54,29.36,23.29,516.92,26.45,LOW
52.01,31.54,27.34,883.15,21.78,MEDIUM
59.41,19.89,27.22,667.79,31.03,MEDIUM
170.53,53.23,38.17,1308.04,24.69,HIGH
110.15,31.44,48.2,782.12,31.22,MEDIUM
12.9,16.95,32.79,1142.46,23.35,LOW
149.82,48.69,53.67,935.35,23.03,HIGH
49.23,7.96,39.66,261.13,33.45,LOW
117.41,54.35,24.95,811.92,23.5,MEDIUM
52.4,28.39,38.77,331.04,26.94,MEDIUM
77.01,44.41,50.18,804.59,27.68,MEDIUM
25.15,10.2,53.98,537.05,22.62,MEDIUM
89.58,22.18,43.43,1010.42,26.73,MEDIUM
126.52,25.46,28.33,286.21,29.58,MEDIUM
15.75,23.27,25.18,856.17,29.21,LOW
127.83,39.18,35.49,1090.41,26.94,MEDIUM
40.66,19.4,49.76,1231.19,27.62,MEDIUM
206.38,39.87,33.64,529.05,26.27,HIGH
118.88,23.09,33.91,857.46,22.38,MEDIUM
105.29,34.31,28.67,927.34,31.58,LOW
62.77,22.92,23.74,1499.79,17.37,LOW
314.49,60.78,25.89,227.84,23.41,HIGH
49.48,42.93,29.76,467.34,28.71,LOW
30.33,21.95,50.34,2027.87,25.07,MEDIUM
41.85,38.67,24.88,735.3,26.3,LOW
141.92,34.84,28.68,55.78,31.95,MEDIUM
75.95,32.84,16.75,605.33,19.89,MEDIUM
68.04,28.28,37.32,50.0,27.18,MEDIUM
50.06,7.34,45.77,951.19,18.72,MEDIUM
65.45,44.18,49.12,1190.11,26.14,MEDIUM
47.36,24.09,30.64,467.1,21.95,LOW
112.11,44.15,35.47,652.3,21.98,MEDIUM
58.39,19.07,26.0,1237.93,25.07,MEDIUM
42.49,22.99,34.86,114.91,31.88,LOW
134.14,29.93,32.08,294.94,27.16,LOW
31.19,36.59,28.76,754.19,27.43,LOW
76.73,33.7,29.79,534.02,28.32,MEDIUM
10.72,23.75,33.87,726.58,25.04,LOW
20.79,36.27,24.18,319.22,24.06,MEDIUM
53.65,39.3,24.85,940.01,26.58,MEDIUM
46.67,33.89,50.2,787.32,27.42,MEDIUM
46.62,9.82,63.24,1080.66,27.0,LOW
119.61,29.49,12.34,934.17,25.79,MEDIUM
124.33,26.85,11.63,936.81,21.05,LOW
87.61,40.02,15.56,242.55,30.12,LOW
29.74,24.63,26.66,1056.89,24.24,LOW
65.07,13.12,39.65,711.04,24.26,MEDIUM
225.1,51.94,35.69,780.03,24.55,HIGH
295.17,48.79,30.24,1290.27,20.98,CRITICAL
135.0,39.02,34.88,547.84,29.38,HIGH
30.78,5.0,19.0,1417.5,18.08,LOW
65.5,34.3,24.83,1456.68,19.27,MEDIUM
83.6,35.53,27.74,1166.17,22.7,MEDIUM
74.92,50.97,7.41,438.14,32.19,LOW
144.41,50.43,12.9,50.0,32.15,MEDIUM
116.11,31.93,13.42,1303.11,17.89,LOW
29.33,31.69,37.93,896.78,29.29,LOW
43.34,9.56,31.19,537.02,30.9,LOW
134.63,28.95,35.94,1342.9,19.2,MEDIUM
174.18,49.53,4.08,488.15,18.73,MEDIUM
84.34,7.75,8.71,671.85,25.75,MEDIUM
188.19,47.7,36.62,1070.45,27.77,MEDIUM
77.69,19.21,2.0,382.29,32.37,LOW
34.04,24.56,43.92,804.02,22.6,LOW
109.12,23.6,4.3,1307.44,28.72,MEDIUM
320.0,73.87,38.96,938.67,17.65,CRITICAL
23.63,21.99,16.45,1373.92,21.64,LOW
183.64,62.79,41.64,1326.11,21.7,HIGH
104.98,34.87,65.0,853.25,28.85,HIGH
41.25,16.15,2.0,50.0,32.93,LOW
11.02,17.05,37.04,385.58,30.32,LOW
6.59,5.0,4.49,1170.6,19.41,LOW
46.54,29.91,33.55,198.89,30.87,LOW
93.57,39.46,25.31,712.79,27.42,MEDIUM
128.19,65.67,29.69,992.16,19.19,MEDIUM
148.18,34.87,16.15,1467.22,15.78,MEDIUM
87.88,29.12,38.15,608.49,29.58,MEDIUM
78.54,24.23,9.17,579.74,25.81,MEDIUM
55.04,29.14,44.14,827.97,21.16,MEDIUM
95.15,37.42,22.68,997.38,23.85,MEDIUM
41.77,24.1,9.77,785.22,26.63,LOW
24.82,33.92,48.73,1290.69,22.93,MEDIUM
75.09,23.23,27.12,514.36,21.72,MEDIUM
121.74,48.33,52.8,900.47,30.98,HIGH
20.1,27.14,43.88,1036.99,27.55,MEDIUM
46.54,25.31,17.62,681.9,24.86,LOW
73.09,26.23,26.9,1202.68,22.64,MEDIUM
71.98,56.21,29.57,912.56,26.04,MEDIUM
103.08,25.51,47.84,1181.32,20.07,MEDIUM
221.03,56.64,33.69,931.52,25.84,HIGH
6.67,10.81,30.29,1008.09,20.21,LOW
227.37,74.02,25.4,584.4,26.14,HIGH
214.78,62.12,27.34,585.08,22.63,HIGH
129.61,31.28,44.96,1364.25,19.28,MEDIUM
83.23,36.95,28.05,1116.91,29.24,MEDIUM
42.46,27.63,22.87,420.35,27.3,LOW
128.56,32.89,20.66,925.96,25.5,MEDIUM
86.3,40.15,20.8,50.0,22.34,LOW
55.95,31.23,9.77,608.95,24.35,LOW
126.34,40.59,18.25,1253.63,24.83,MEDIUM
141.13,40.12,47.48,797.44,26.03,HIGH
173.3,50.47,25.31,899.52,18.06,MEDIUM
38.66,26.71,37.16,50.0,29.44,LOW
158.98,44.09,2.0,685.25,27.09,LOW
56.76,20.03,35.39,992.07,28.64,MEDIUM
83.39,49.97,25.9,1045.42,22.2,MEDIUM
95.21,21.68,21.74,1254.19,16.18,MEDIUM
150.6,46.8,30.35,761.69,22.38,HIGH
117.78,33.32,21.55,780.42,21.98,MEDIUM
55.23,46.19,2.0,290.51,30.05,LOW
7.88,9.32,39.99,764.1,16.87,LOW
102.24,26.27,31.16,320.14,26.12,LOW
80.94,20.28,23.92,73.89,33.23,LOW
23.34,25.29,15.44,394.22,27.25,LOW
87.94,16.97,8.89,1483.65,25.19,LOW
72.41,24.32,30.91,736.36,20.43,LOW
172.2,21.88,48.97,942.35,19.63,HIGH
237.3,58.61,30.64,634.33,30.74,CRITICAL
138.81,34.71,10.02,97.97,28.88,LOW
69.35,12.73,30.93,1243.17,23.74,MEDIUM
77.3,42.31,27.31,50.0,25.2,MEDIUM
37.51,9.62,39.23,616.99,26.55,LOW
43.74,33.76,35.89,827.06,21.61,MEDIUM
66.38,20.91,2.0,946.81,28.54,LOW
61.25,45.42,35.09,544.88,35.28,MEDIUM
22.07,29.78,14.95,78.06,30.2,LOW
173.36,34.65,9.52,513.54,24.66,MEDIUM
189.25,38.19,25.55,535.52,18.48,HIGH
169.75,51.82,33.34,525.3,21.25,HIGH
193.41,46.06,6.67,1257.42,28.32,MEDIUM
281.46,61.17,37.16,340.29,24.18,CRITICAL
38.12,38.09,37.92,976.41,23.42,MEDIUM
273.83,53.58,28.61,916.48,26.97,HIGH
54.96,27.8,16.72,1253.39,28.1,LOW
112.96,46.57,15.27,794.08,24.79,LOW
17.1,29.64,41.34,1182.28,22.38,MEDIUM
49.53,24.17,8.35,777.67,25.73,LOW
141.45,37.45,41.84,1032.44,22.35,MEDIUM
116.68,17.54,25.85,218.76,26.18,MEDIUM
54.13,15.04,26.75,50.0,30.09,LOW
77.27,33.87,5.79,1008.57,25.05,MEDIUM
45.39,23.75,26.09,1031.1,31.18,LOW
141.19,41.42,35.98,1049.71,25.68,MEDIUM
180.91,58.38,10.63,629.53,29.85,MEDIUM
38.26,11.06,34.48,1475.68,18.93,MEDIUM
71.62,26.86,29.16,656.85,27.72,LOW
